RideID,BookingStatus,IncompleteRide,Rating
R064050,Completed,No,4
R064051,Incomplete,Yes,2
R064052,Incomplete,Yes,5
R064053,Cancelled,No,3
R064054,Completed,No,4
R064055,Incomplete,Yes,4
R064056,Completed,No,5
R064057,Completed,No,4
R064058,Completed,No,4
R064059,Completed,No,2
R064060,Completed,No,1
R064061,Completed,No,5
R064062,Completed,No,4
R064063,Completed,No,2
R064064,Completed,No,5
R064065,Cancelled,No,1
R064066,Incomplete,Yes,3
R064067,Cancelled,No,4
R064068,Completed,No,5
R064069,Completed,No,4
R064070,Completed,No,3
R064071,Completed,No,1
R064072,Completed,No,1
R064073,Completed,No,5
R064074,Completed,No,3
R064075,Completed,No,1
R064076,Completed,No,4
R064077,Cancelled,No,1
R064078,Completed,No,4
R064079,Completed,No,1
R064080,Incomplete,Yes,5
R064081,Cancelled,No,4
R064082,Completed,No,4
R064083,Completed,No,1
R064084,Completed,No,4
R064085,Completed,No,2
R064086,Completed,No,3
R064087,Completed,No,5
R064088,Incomplete,Yes,4
R064089,Completed,No,2
R064090,Cancelled,No,5
R064091,Completed,No,1
R064092,Completed,No,1
R064093,Completed,No,3
R064094,Completed,No,5
R064095,Incomplete,Yes,2
R064096,Completed,No,1
R064097,Completed,No,5
R064098,Completed,No,2
R064099,Completed,No,3
R064100,Incomplete,Yes,5
R064101,Completed,No,4
R064102,Completed,No,4
R064103,Cancelled,No,2
R064104,Completed,No,1
R064105,Cancelled,No,4
R064106,Completed,No,5
R064107,Completed,No,1
R064108,Cancelled,No,2
R064109,Completed,No,5
R064110,Incomplete,Yes,2
R064111,Completed,No,5
R064112,Completed,No,2
R064113,Completed,No,4
R064114,Completed,No,2
R064115,Incomplete,Yes,2
R064116,Completed,No,1
R064117,Completed,No,1
R064118,Completed,No,2
R064119,Completed,No,4
R064120,Completed,No,4
R064121,Incomplete,Yes,4
R064122,Completed,No,4
R064123,Completed,No,5
R064124,Completed,No,4
R064125,Completed,No,5
R064126,Completed,No,2
R064127,Completed,No,4
R064128,Completed,No,1
R064129,Completed,No,3
R064130,Completed,No,2
R064131,Completed,No,5
R064132,Incomplete,Yes,2
R064133,Completed,No,1
R064134,Completed,No,4
R064135,Completed,No,1
R064136,Completed,No,1
R064137,Completed,No,1
R064138,Completed,No,1
R064139,Completed,No,2
R064140,Cancelled,No,3
R064141,Completed,No,1
R064142,Completed,No,2
R064143,Completed,No,4
R064144,Completed,No,5
R064145,Completed,No,4
R064146,Completed,No,4
R064147,Completed,No,5
R064148,Incomplete,Yes,3
R064149,Completed,No,5
R064150,Completed,No,2
R064151,Completed,No,3
R064152,Completed,No,1
R064153,Incomplete,Yes,5
R064154,Completed,No,5
R064155,Completed,No,2
R064156,Completed,No,5
R064157,Incomplete,Yes,2
R064158,Completed,No,1
R064159,Completed,No,1
R064160,Completed,No,3
R064161,Completed,No,4
R064162,Completed,No,1
R064163,Completed,No,3
R064164,Completed,No,5
R064165,Completed,No,4
R064166,Completed,No,5
R064167,Completed,No,3
R064168,Cancelled,No,3
R064169,Completed,No,2
R064170,Completed,No,3
R064171,Incomplete,Yes,3
R064172,Incomplete,Yes,5
R064173,Completed,No,4
R064174,Completed,No,1
R064175,Completed,No,5
R064176,Completed,No,2
R064177,Completed,No,1
R064178,Incomplete,Yes,3
R064179,Incomplete,Yes,4
R064180,Incomplete,Yes,2
R064181,Completed,No,2
R064182,Completed,No,4
R064183,Incomplete,Yes,5
R064184,Completed,No,3
R064185,Completed,No,5
R064186,Completed,No,4
R064187,Completed,No,2
R064188,Incomplete,Yes,5
R064189,Completed,No,2
R064190,Completed,No,4
R064191,Completed,No,2
R064192,Completed,No,4
R064193,Completed,No,5
R064194,Completed,No,4
R064195,Incomplete,Yes,4
R064196,Completed,No,1
R064197,Completed,No,3
R064198,Completed,No,3
R064199,Completed,No,1
R064200,Completed,No,4
R064201,Completed,No,1
R064202,Completed,No,2
R064203,Cancelled,No,1
R064204,Completed,No,1
R064205,Incomplete,Yes,3
R064206,Completed,No,3
R064207,Cancelled,No,2
R064208,Completed,No,1
R064209,Cancelled,No,4
R064210,Completed,No,3
R064211,Completed,No,4
R064212,Completed,No,3
R064213,Completed,No,5
R064214,Completed,No,3
R064215,Completed,No,1
R064216,Completed,No,4
R064217,Incomplete,Yes,4
R064218,Completed,No,2
R064219,Completed,No,4
R064220,Cancelled,No,5
R064221,Completed,No,1
R064222,Completed,No,1
R064223,Completed,No,5
R064224,Completed,No,5
R064225,Completed,No,1
R064226,Completed,No,1
R064227,Incomplete,Yes,3
R064228,Completed,No,5
R064229,Completed,No,3
R064230,Completed,No,1
R064231,Completed,No,2
R064232,Incomplete,Yes,2
R064233,Cancelled,No,1
R064234,Incomplete,Yes,5
R064235,Completed,No,4
R064236,Completed,No,5
R064237,Completed,No,3
R064238,Completed,No,3
R064239,Completed,No,3
R064240,Incomplete,Yes,5
R064241,Completed,No,3
R064242,Completed,No,3
R064243,Completed,No,3
R064244,Completed,No,4
R064245,Completed,No,2
R064246,Completed,No,4
R064247,Completed,No,5
R064248,Completed,No,2
R064249,Cancelled,No,1
R064250,Completed,No,1
R064251,Completed,No,2
R064252,Completed,No,4
R064253,Incomplete,Yes,4
R064254,Incomplete,Yes,5
R064255,Completed,No,4
R064256,Completed,No,5
R064257,Cancelled,No,4
R064258,Cancelled,No,4
R064259,Completed,No,2
R064260,Completed,No,2
R064261,Incomplete,Yes,3
R064262,Cancelled,No,3
R064263,Completed,No,2
R064264,Completed,No,3
R064265,Incomplete,Yes,4
R064266,Completed,No,2
R064267,Completed,No,3
R064268,Completed,No,5
R064269,Completed,No,5
R064270,Completed,No,1
R064271,Completed,No,1
R064272,Completed,No,3
R064273,Completed,No,5
R064274,Completed,No,3
R064275,Completed,No,2
R064276,Completed,No,4
R064277,Completed,No,4
R064278,Completed,No,2
R064279,Completed,No,3
R064280,Completed,No,2
R064281,Incomplete,Yes,3
R064282,Completed,No,3
R064283,Cancelled,No,4
R064284,Completed,No,1
R064285,Completed,No,5
R064286,Completed,No,2
R064287,Completed,No,4
R064288,Incomplete,Yes,5
R064289,Completed,No,4
R064290,Completed,No,1
R064291,Completed,No,1
R064292,Completed,No,1
R064293,Completed,No,2
R064294,Completed,No,5
R064295,Completed,No,4
R064296,Completed,No,4
R064297,Completed,No,3
R064298,Completed,No,4
R064299,Incomplete,Yes,4
R064300,Cancelled,No,3
R064301,Completed,No,3
R064302,Completed,No,4
R064303,Completed,No,3
R064304,Completed,No,3
R064305,Completed,No,1
R064306,Completed,No,2
R064307,Completed,No,2
R064308,Completed,No,4
R064309,Completed,No,5
R064310,Completed,No,5
R064311,Incomplete,Yes,5
R064312,Completed,No,5
R064313,Completed,No,2
R064314,Completed,No,5
R064315,Incomplete,Yes,4
R064316,Completed,No,2
R064317,Completed,No,5
R064318,Completed,No,4
R064319,Completed,No,5
R064320,Cancelled,No,2
R064321,Completed,No,2
R064322,Cancelled,No,5
R064323,Completed,No,1
R064324,Completed,No,3
R064325,Incomplete,Yes,1
R064326,Completed,No,1
R064327,Completed,No,1
R064328,Completed,No,1
R064329,Cancelled,No,1
R064330,Incomplete,Yes,2
R064331,Cancelled,No,2
R064332,Completed,No,5
R064333,Completed,No,4
R064334,Cancelled,No,2
R064335,Completed,No,4
R064336,Completed,No,1
R064337,Cancelled,No,4
R064338,Completed,No,5
R064339,Completed,No,4
R064340,Completed,No,5
R064341,Completed,No,4
R064342,Incomplete,Yes,4
R064343,Cancelled,No,2
R064344,Completed,No,3
R064345,Completed,No,5
R064346,Completed,No,2
R064347,Completed,No,4
R064348,Completed,No,3
R064349,Completed,No,5
R064350,Completed,No,4
R064351,Completed,No,2
R064352,Cancelled,No,3
R064353,Completed,No,4
R064354,Incomplete,Yes,2
R064355,Completed,No,4
R064356,Completed,No,4
R064357,Completed,No,2
R064358,Completed,No,4
R064359,Completed,No,2
R064360,Completed,No,1
R064361,Completed,No,5
R064362,Completed,No,5
R064363,Cancelled,No,3
R064364,Completed,No,1
R064365,Completed,No,2
R064366,Completed,No,3
R064367,Completed,No,5
R064368,Completed,No,3
R064369,Completed,No,3
R064370,Completed,No,5
R064371,Completed,No,1
R064372,Completed,No,4
R064373,Completed,No,3
R064374,Cancelled,No,3
R064375,Completed,No,2
R064376,Completed,No,4
R064377,Completed,No,5
R064378,Completed,No,1
R064379,Incomplete,Yes,1
R064380,Completed,No,4
R064381,Completed,No,3
R064382,Completed,No,3
R064383,Completed,No,2
R064384,Incomplete,Yes,2
R064385,Completed,No,4
R064386,Completed,No,4
R064387,Completed,No,5
R064388,Completed,No,5
R064389,Completed,No,5
R064390,Cancelled,No,5
R064391,Incomplete,Yes,4
R064392,Completed,No,2
R064393,Cancelled,No,4
R064394,Completed,No,4
R064395,Completed,No,2
R064396,Completed,No,3
R064397,Completed,No,2
R064398,Completed,No,3
R064399,Completed,No,2
R064400,Completed,No,5
R064401,Completed,No,1
R064402,Incomplete,Yes,2
R064403,Completed,No,1
R064404,Completed,No,5
R064405,Completed,No,2
R064406,Completed,No,2
R064407,Completed,No,4
R064408,Completed,No,3
R064409,Cancelled,No,4
R064410,Cancelled,No,2
R064411,Completed,No,1
R064412,Completed,No,3
R064413,Completed,No,2
R064414,Completed,No,3
R064415,Cancelled,No,5
R064416,Incomplete,Yes,3
R064417,Completed,No,1
R064418,Completed,No,1
R064419,Completed,No,4
R064420,Completed,No,4
R064421,Completed,No,3
R064422,Completed,No,4
R064423,Completed,No,3
R064424,Cancelled,No,1
R064425,Completed,No,2
R064426,Completed,No,1
R064427,Cancelled,No,2
R064428,Completed,No,4
R064429,Completed,No,4
R064430,Completed,No,5
R064431,Completed,No,4
R064432,Completed,No,3
R064433,Completed,No,4
R064434,Completed,No,3
R064435,Completed,No,3
R064436,Completed,No,2
R064437,Incomplete,Yes,3
R064438,Completed,No,5
R064439,Completed,No,2
R064440,Incomplete,Yes,4
R064441,Completed,No,4
R064442,Completed,No,1
R064443,Completed,No,2
R064444,Cancelled,No,3
R064445,Completed,No,1
R064446,Completed,No,2
R064447,Incomplete,Yes,4
R064448,Completed,No,2
R064449,Completed,No,5
R064450,Completed,No,2
R064451,Completed,No,3
R064452,Completed,No,1
R064453,Completed,No,3
R064454,Incomplete,Yes,3
R064455,Completed,No,2
R064456,Completed,No,5
R064457,Completed,No,2
R064458,Completed,No,1
R064459,Completed,No,3
R064460,Completed,No,3
R064461,Completed,No,4
R064462,Completed,No,2
R064463,Cancelled,No,2
R064464,Incomplete,Yes,2
R064465,Completed,No,4
R064466,Cancelled,No,2
R064467,Completed,No,4
R064468,Completed,No,5
R064469,Completed,No,4
R064470,Completed,No,4
R064471,Completed,No,4
R064472,Completed,No,3
R064473,Completed,No,5
R064474,Completed,No,5
R064475,Completed,No,2
R064476,Completed,No,3
R064477,Incomplete,Yes,3
R064478,Completed,No,2
R064479,Completed,No,1
R064480,Completed,No,1
R064481,Completed,No,3
R064482,Completed,No,2
R064483,Completed,No,4
R064484,Completed,No,5
R064485,Completed,No,5
R064486,Completed,No,1
R064487,Completed,No,3
R064488,Cancelled,No,1
R064489,Completed,No,5
R064490,Completed,No,1
R064491,Completed,No,1
R064492,Completed,No,3
R064493,Completed,No,2
R064494,Cancelled,No,4
R064495,Completed,No,5
R064496,Completed,No,1
R064497,Completed,No,5
R064498,Completed,No,5
R064499,Completed,No,1
R064500,Completed,No,4
R064501,Completed,No,1
R064502,Completed,No,3
R064503,Completed,No,3
R064504,Cancelled,No,1
R064505,Completed,No,5
R064506,Completed,No,4
R064507,Completed,No,1
R064508,Completed,No,2
R064509,Completed,No,1
R064510,Completed,No,5
R064511,Completed,No,1
R064512,Incomplete,Yes,3
R064513,Completed,No,3
R064514,Incomplete,Yes,5
R064515,Completed,No,5
R064516,Cancelled,No,4
R064517,Cancelled,No,1
R064518,Completed,No,1
R064519,Completed,No,4
R064520,Incomplete,Yes,4
R064521,Completed,No,5
R064522,Completed,No,2
R064523,Completed,No,1
R064524,Completed,No,4
R064525,Completed,No,3
R064526,Completed,No,1
R064527,Cancelled,No,1
R064528,Cancelled,No,2
R064529,Completed,No,4
R064530,Completed,No,1
R064531,Completed,No,3
R064532,Completed,No,2
R064533,Incomplete,Yes,2
R064534,Completed,No,4
R064535,Completed,No,4
R064536,Completed,No,4
R064537,Completed,No,1
R064538,Completed,No,4
R064539,Completed,No,5
R064540,Completed,No,2
R064541,Cancelled,No,1
R064542,Completed,No,5
R064543,Completed,No,4
R064544,Completed,No,4
R064545,Completed,No,5
R064546,Completed,No,2
R064547,Incomplete,Yes,2
R064548,Completed,No,2
R064549,Cancelled,No,5
R064550,Completed,No,3
R064551,Completed,No,2
R064552,Completed,No,5
R064553,Completed,No,3
R064554,Completed,No,4
R064555,Completed,No,4
R064556,Completed,No,5
R064557,Completed,No,3
R064558,Completed,No,3
R064559,Completed,No,2
R064560,Completed,No,5
R064561,Completed,No,2
R064562,Completed,No,3
R064563,Completed,No,2
R064564,Completed,No,3
R064565,Completed,No,4
R064566,Completed,No,4
R064567,Completed,No,3
R064568,Completed,No,3
R064569,Completed,No,5
R064570,Completed,No,5
R064571,Completed,No,3
R064572,Completed,No,1
R064573,Completed,No,5
R064574,Incomplete,Yes,3
R064575,Completed,No,2
R064576,Completed,No,5
R064577,Completed,No,4
R064578,Completed,No,4
R064579,Completed,No,4
R064580,Completed,No,2
R064581,Incomplete,Yes,4
R064582,Completed,No,4
R064583,Completed,No,5
R064584,Incomplete,Yes,2
R064585,Completed,No,5
R064586,Completed,No,2
R064587,Completed,No,4
R064588,Completed,No,2
R064589,Completed,No,1
R064590,Completed,No,4
R064591,Cancelled,No,5
R064592,Incomplete,Yes,2
R064593,Completed,No,4
R064594,Cancelled,No,5
R064595,Completed,No,4
R064596,Completed,No,4
R064597,Completed,No,1
R064598,Completed,No,4
R064599,Completed,No,5
R064600,Incomplete,Yes,2
R064601,Completed,No,5
R064602,Incomplete,Yes,5
R064603,Completed,No,5
R064604,Completed,No,3
R064605,Completed,No,2
R064606,Completed,No,4
R064607,Completed,No,1
R064608,Incomplete,Yes,2
R064609,Incomplete,Yes,5
R064610,Completed,No,5
R064611,Completed,No,1
R064612,Completed,No,1
R064613,Completed,No,2
R064614,Completed,No,5
R064615,Completed,No,5
R064616,Completed,No,4
R064617,Completed,No,1
R064618,Completed,No,2
R064619,Completed,No,3
R064620,Completed,No,3
R064621,Completed,No,1
R064622,Completed,No,2
R064623,Completed,No,1
R064624,Incomplete,Yes,2
R064625,Completed,No,3
R064626,Completed,No,5
R064627,Completed,No,5
R064628,Cancelled,No,3
R064629,Completed,No,5
R064630,Completed,No,3
R064631,Completed,No,4
R064632,Completed,No,1
R064633,Completed,No,2
R064634,Completed,No,3
R064635,Completed,No,4
R064636,Completed,No,4
R064637,Completed,No,3
R064638,Completed,No,1
R064639,Incomplete,Yes,4
R064640,Completed,No,5
R064641,Completed,No,1
R064642,Completed,No,1
R064643,Cancelled,No,5
R064644,Completed,No,4
R064645,Completed,No,2
R064646,Completed,No,4
R064647,Completed,No,1
R064648,Incomplete,Yes,4
R064649,Completed,No,5
R064650,Completed,No,1
R064651,Cancelled,No,3
R064652,Completed,No,4
R064653,Completed,No,3
R064654,Cancelled,No,2
R064655,Cancelled,No,3
R064656,Completed,No,2
R064657,Completed,No,4
R064658,Completed,No,3
R064659,Completed,No,5
R064660,Cancelled,No,3
R064661,Completed,No,3
R064662,Completed,No,2
R064663,Completed,No,2
R064664,Completed,No,4
R064665,Completed,No,1
R064666,Completed,No,2
R064667,Completed,No,5
R064668,Completed,No,2
R064669,Completed,No,3
R064670,Completed,No,5
R064671,Completed,No,3
R064672,Completed,No,4
R064673,Cancelled,No,4
R064674,Cancelled,No,2
R064675,Cancelled,No,1
R064676,Incomplete,Yes,4
R064677,Completed,No,2
R064678,Completed,No,5
R064679,Completed,No,3
R064680,Completed,No,4
R064681,Completed,No,3
R064682,Completed,No,3
R064683,Completed,No,3
R064684,Completed,No,3
R064685,Completed,No,4
R064686,Incomplete,Yes,3
R064687,Cancelled,No,4
R064688,Completed,No,2
R064689,Incomplete,Yes,2
R064690,Completed,No,1
R064691,Incomplete,Yes,3
R064692,Completed,No,1
R064693,Completed,No,1
R064694,Completed,No,4
R064695,Completed,No,1
R064696,Completed,No,4
R064697,Completed,No,4
R064698,Cancelled,No,4
R064699,Incomplete,Yes,1
R064700,Completed,No,5
R064701,Completed,No,3
R064702,Completed,No,4
R064703,Incomplete,Yes,3
R064704,Completed,No,1
R064705,Cancelled,No,5
R064706,Completed,No,4
R064707,Cancelled,No,5
R064708,Completed,No,4
R064709,Completed,No,2
R064710,Completed,No,1
R064711,Completed,No,3
R064712,Completed,No,5
R064713,Completed,No,1
R064714,Completed,No,5
R064715,Incomplete,Yes,5
R064716,Completed,No,4
R064717,Completed,No,2
R064718,Completed,No,5
R064719,Completed,No,2
R064720,Completed,No,1
R064721,Cancelled,No,1
R064722,Completed,No,5
R064723,Completed,No,2
R064724,Completed,No,4
R064725,Completed,No,1
R064726,Completed,No,3
R064727,Completed,No,3
R064728,Completed,No,4
R064729,Completed,No,4
R064730,Incomplete,Yes,4
R064731,Completed,No,1
R064732,Cancelled,No,2
R064733,Completed,No,3
R064734,Completed,No,4
R064735,Completed,No,1
R064736,Incomplete,Yes,2
R064737,Completed,No,3
R064738,Completed,No,4
R064739,Completed,No,2
R064740,Completed,No,1
R064741,Completed,No,1
R064742,Completed,No,1
R064743,Completed,No,2
R064744,Completed,No,3
R064745,Cancelled,No,2
R064746,Completed,No,4
R064747,Incomplete,Yes,2
R064748,Completed,No,2
R064749,Completed,No,4
R064750,Incomplete,Yes,5
R064751,Completed,No,2
R064752,Cancelled,No,4
R064753,Completed,No,1
R064754,Completed,No,3
R064755,Completed,No,3
R064756,Completed,No,1
R064757,Cancelled,No,5
R064758,Incomplete,Yes,1
R064759,Completed,No,3
R064760,Cancelled,No,2
R064761,Completed,No,1
R064762,Incomplete,Yes,1
R064763,Completed,No,5
R064764,Completed,No,4
R064765,Completed,No,5
R064766,Completed,No,1
R064767,Completed,No,5
R064768,Completed,No,4
R064769,Incomplete,Yes,4
R064770,Completed,No,2
R064771,Completed,No,5
R064772,Completed,No,3
R064773,Cancelled,No,1
R064774,Completed,No,4
R064775,Completed,No,1
R064776,Cancelled,No,1
R064777,Completed,No,5
R064778,Completed,No,3
R064779,Completed,No,4
R064780,Completed,No,4
R064781,Completed,No,2
R064782,Completed,No,5
R064783,Completed,No,4
R064784,Completed,No,3
R064785,Completed,No,5
R064786,Completed,No,4
R064787,Completed,No,2
R064788,Completed,No,4
R064789,Completed,No,1
R064790,Completed,No,4
R064791,Completed,No,5
R064792,Completed,No,3
R064793,Completed,No,4
R064794,Completed,No,4
R064795,Completed,No,5
R064796,Completed,No,2
R064797,Completed,No,4
R064798,Completed,No,5
R064799,Completed,No,4
R064800,Completed,No,1
R064801,Incomplete,Yes,4
R064802,Completed,No,1
R064803,Completed,No,4
R064804,Completed,No,5
R064805,Completed,No,1
R064806,Completed,No,5
R064807,Completed,No,2
R064808,Completed,No,5
R064809,Completed,No,2
R064810,Completed,No,3
R064811,Incomplete,Yes,2
R064812,Completed,No,5
R064813,Completed,No,4
R064814,Completed,No,1
R064815,Incomplete,Yes,3
R064816,Cancelled,No,2
R064817,Completed,No,5
R064818,Incomplete,Yes,5
R064819,Completed,No,2
R064820,Completed,No,3
R064821,Completed,No,2
R064822,Completed,No,3
R064823,Completed,No,5
R064824,Completed,No,3
R064825,Completed,No,4
R064826,Completed,No,3
R064827,Completed,No,1
R064828,Cancelled,No,1
R064829,Completed,No,2
R064830,Cancelled,No,2
R064831,Completed,No,1
R064832,Incomplete,Yes,1
R064833,Completed,No,2
R064834,Completed,No,3
R064835,Cancelled,No,5
R064836,Completed,No,1
R064837,Completed,No,5
R064838,Completed,No,2
R064839,Completed,No,2
R064840,Completed,No,3
R064841,Completed,No,4
R064842,Completed,No,3
R064843,Completed,No,4
R064844,Incomplete,Yes,2
R064845,Completed,No,4
R064846,Completed,No,5
R064847,Completed,No,5
R064848,Completed,No,3
R064849,Completed,No,1
R064850,Completed,No,4
R064851,Completed,No,2
R064852,Completed,No,2
R064853,Completed,No,3
R064854,Completed,No,2
R064855,Completed,No,1
R064856,Completed,No,3
R064857,Completed,No,5
R064858,Completed,No,2
R064859,Completed,No,4
R064860,Completed,No,2
R064861,Completed,No,5
R064862,Incomplete,Yes,4
R064863,Completed,No,1
R064864,Completed,No,4
R064865,Cancelled,No,5
R064866,Completed,No,3
R064867,Incomplete,Yes,1
R064868,Completed,No,3
R064869,Completed,No,1
R064870,Completed,No,3
R064871,Incomplete,Yes,1
R064872,Completed,No,4
R064873,Incomplete,Yes,5
R064874,Completed,No,2
R064875,Completed,No,3
R064876,Completed,No,2
R064877,Completed,No,1
R064878,Completed,No,4
R064879,Completed,No,1
R064880,Completed,No,2
R064881,Completed,No,3
R064882,Completed,No,5
R064883,Completed,No,5
R064884,Completed,No,5
R064885,Completed,No,5
R064886,Completed,No,2
R064887,Cancelled,No,4
R064888,Completed,No,5
R064889,Completed,No,1
R064890,Cancelled,No,2
R064891,Completed,No,3
R064892,Cancelled,No,5
R064893,Completed,No,2
R064894,Cancelled,No,5
R064895,Completed,No,1
R064896,Completed,No,4
R064897,Incomplete,Yes,3
R064898,Completed,No,1
R064899,Completed,No,2
R064900,Completed,No,1
R064901,Completed,No,3
R064902,Completed,No,4
R064903,Completed,No,5
R064904,Completed,No,3
R064905,Incomplete,Yes,2
R064906,Completed,No,4
R064907,Incomplete,Yes,4
R064908,Completed,No,2
R064909,Completed,No,4
R064910,Completed,No,2
R064911,Completed,No,2
R064912,Completed,No,4
R064913,Completed,No,2
R064914,Completed,No,1
R064915,Completed,No,4
R064916,Completed,No,4
R064917,Incomplete,Yes,2
R064918,Completed,No,5
R064919,Completed,No,3
R064920,Cancelled,No,4
R064921,Completed,No,2
R064922,Completed,No,3
R064923,Completed,No,4
R064924,Completed,No,5
R064925,Completed,No,3
R064926,Completed,No,5
R064927,Completed,No,5
R064928,Completed,No,5
R064929,Incomplete,Yes,1
R064930,Completed,No,4
R064931,Completed,No,3
R064932,Incomplete,Yes,1
R064933,Completed,No,5
R064934,Completed,No,4
R064935,Completed,No,5
R064936,Completed,No,2
R064937,Completed,No,3
R064938,Completed,No,1
R064939,Completed,No,3
R064940,Completed,No,2
R064941,Completed,No,1
R064942,Completed,No,4
R064943,Completed,No,3
R064944,Completed,No,5
R064945,Completed,No,3
R064946,Completed,No,4
R064947,Incomplete,Yes,4
R064948,Completed,No,5
R064949,Completed,No,5
R064950,Completed,No,2
R064951,Completed,No,3
R064952,Completed,No,2
R064953,Completed,No,3
R064954,Completed,No,4
R064955,Completed,No,5
R064956,Completed,No,3
R064957,Completed,No,1
R064958,Completed,No,2
R064959,Completed,No,3
R064960,Completed,No,4
R064961,Completed,No,5
R064962,Completed,No,3
R064963,Completed,No,2
R064964,Completed,No,2
R064965,Completed,No,1
R064966,Completed,No,3
R064967,Incomplete,Yes,5
R064968,Completed,No,1
R064969,Cancelled,No,3
R064970,Completed,No,1
R064971,Completed,No,3
R064972,Completed,No,2
R064973,Cancelled,No,1
R064974,Incomplete,Yes,5
R064975,Completed,No,5
R064976,Completed,No,3
R064977,Completed,No,1
R064978,Completed,No,4
R064979,Completed,No,4
R064980,Completed,No,4
R064981,Completed,No,5
R064982,Completed,No,2
R064983,Incomplete,Yes,1
R064984,Cancelled,No,5
R064985,Completed,No,5
R064986,Completed,No,5
R064987,Completed,No,3
R064988,Completed,No,2
R064989,Completed,No,2
R064990,Cancelled,No,1
R064991,Completed,No,3
R064992,Completed,No,2
R064993,Completed,No,1
R064994,Completed,No,1
R064995,Completed,No,5
R064996,Cancelled,No,5
R064997,Completed,No,3
R064998,Incomplete,Yes,3
R064999,Completed,No,2
R065000,Completed,No,4
R065001,Completed,No,5
R065002,Incomplete,Yes,1
R065003,Completed,No,2
R065004,Completed,No,3
R065005,Completed,No,2
R065006,Completed,No,4
R065007,Completed,No,3
R065008,Completed,No,5
R065009,Completed,No,1
R065010,Completed,No,2
R065011,Incomplete,Yes,2
R065012,Completed,No,1
R065013,Cancelled,No,4
R065014,Completed,No,1
R065015,Completed,No,2
R065016,Cancelled,No,4
R065017,Completed,No,1
R065018,Cancelled,No,5
R065019,Cancelled,No,3
R065020,Completed,No,4
R065021,Completed,No,1
R065022,Completed,No,5
R065023,Incomplete,Yes,4
R065024,Incomplete,Yes,5
R065025,Completed,No,4
R065026,Completed,No,4
R065027,Completed,No,5
R065028,Completed,No,4
R065029,Completed,No,4
R065030,Completed,No,4
R065031,Completed,No,5
R065032,Completed,No,4
R065033,Incomplete,Yes,5
R065034,Completed,No,5
R065035,Completed,No,2
R065036,Completed,No,2
R065037,Completed,No,1
R065038,Completed,No,2
R065039,Completed,No,3
R065040,Completed,No,1
R065041,Incomplete,Yes,4
R065042,Completed,No,5
R065043,Completed,No,2
R065044,Completed,No,2
R065045,Completed,No,3
R065046,Completed,No,1
R065047,Completed,No,1
R065048,Completed,No,5
R065049,Completed,No,4
R065050,Completed,No,4
R065051,Completed,No,1
R065052,Cancelled,No,1
R065053,Completed,No,2
R065054,Completed,No,4
R065055,Completed,No,4
R065056,Completed,No,2
R065057,Completed,No,4
R065058,Completed,No,3
R065059,Completed,No,1
R065060,Cancelled,No,2
R065061,Completed,No,4
R065062,Completed,No,4
R065063,Incomplete,Yes,1
R065064,Completed,No,2
R065065,Completed,No,1
R065066,Cancelled,No,4
R065067,Completed,No,5
R065068,Completed,No,1
R065069,Completed,No,5
R065070,Completed,No,4
R065071,Completed,No,1
R065072,Completed,No,2
R065073,Completed,No,2
R065074,Completed,No,3
R065075,Completed,No,1
R065076,Completed,No,4
R065077,Completed,No,4
R065078,Completed,No,1
R065079,Completed,No,4
R065080,Completed,No,3
R065081,Completed,No,4
R065082,Completed,No,4
R065083,Incomplete,Yes,2
R065084,Completed,No,3
R065085,Incomplete,Yes,3
R065086,Completed,No,1
R065087,Completed,No,5
R065088,Cancelled,No,1
R065089,Completed,No,1
R065090,Cancelled,No,2
R065091,Cancelled,No,4
R065092,Incomplete,Yes,1
R065093,Completed,No,4
R065094,Completed,No,2
R065095,Completed,No,1
R065096,Completed,No,2
R065097,Completed,No,5
R065098,Completed,No,5
R065099,Completed,No,2
R065100,Completed,No,5
R065101,Completed,No,3
R065102,Completed,No,2
R065103,Completed,No,2
R065104,Completed,No,5
R065105,Completed,No,4
R065106,Completed,No,3
R065107,Completed,No,4
R065108,Cancelled,No,5
R065109,Completed,No,2
R065110,Completed,No,2
R065111,Completed,No,4
R065112,Completed,No,3
R065113,Completed,No,2
R065114,Completed,No,2
R065115,Completed,No,5
R065116,Completed,No,1
R065117,Completed,No,5
R065118,Completed,No,5
R065119,Completed,No,5
R065120,Completed,No,3
R065121,Cancelled,No,3
R065122,Completed,No,5
R065123,Completed,No,1
R065124,Completed,No,3
R065125,Incomplete,Yes,3
R065126,Completed,No,3
R065127,Completed,No,4
R065128,Completed,No,3
R065129,Completed,No,1
R065130,Completed,No,3
R065131,Completed,No,2
R065132,Incomplete,Yes,1
R065133,Completed,No,3
R065134,Completed,No,5
R065135,Completed,No,5
R065136,Completed,No,1
R065137,Completed,No,2
R065138,Completed,No,1
R065139,Completed,No,3
R065140,Completed,No,5
R065141,Completed,No,4
R065142,Completed,No,4
R065143,Completed,No,2
R065144,Completed,No,3
R065145,Completed,No,5
R065146,Incomplete,Yes,4
R065147,Incomplete,Yes,2
R065148,Completed,No,3
R065149,Completed,No,3
R065150,Completed,No,2
R065151,Completed,No,5
R065152,Completed,No,2
R065153,Completed,No,4
R065154,Completed,No,2
R065155,Incomplete,Yes,5
R065156,Completed,No,5
R065157,Completed,No,2
